Vehicle_ID,Make,Model,Year,Region,Vehicle_Type,Battery_Capacity_kWh,Battery_Health_%,Range_km,Charging_Power_kW,Charging_Time_hr,Charge_Cycles,Energy_Consumption_kWh_per_100km,Mileage_km,Avg_Speed_kmh,Max_Speed_kmh,Acceleration_0_100_kmh_sec,Temperature_C,Usage_Type,CO2_Saved_tons,Maintenance_Cost_USD,Insurance_Cost_USD,Electricity_Cost_USD_per_kWh,Monthly_Charging_Cost_USD,Resale_Value_USD
148,Nissan,Leaf,2019,Asia,Hatchback,93.5,88.9,383,227.0,0.44,991,21.48,47821,34.0,175,7.47,-3.2,Fleet,5.74,1766,2119,0.26,222.56,26758
149,Kia,Niro EV,2018,North America,Hatchback,31.2,78.5,127,19.7,2.06,1443,22.23,186129,49.0,183,6.29,32.2,Personal,22.34,781,2079,0.12,413.76,12316
150,Kia,Niro EV,2018,North America,Hatchback,33.0,71.9,191,44.3,0.89,1742,13.12,129302,31.5,249,7.06,-3.6,Fleet,15.52,1143,698,0.19,268.6,10109
151,Audi,Q4 e-tron,2024,Australia,Sedan,67.7,77.8,369,245.5,0.36,1354,21.43,127788,69.6,148,5.51,37.4,Personal,15.33,644,924,0.09,205.39,24287
152,Ford,F-150 Lightning,2019,Australia,Sedan,50.3,77.5,286,145.1,0.42,1796,14.96,207779,80.6,170,8.65,17.4,Personal,24.93,1833,1465,0.14,362.64,16247
153,Audi,e-tron,2016,Asia,Hatchback,73.6,75.0,433,214.1,0.4,297,23.21,83258,75.6,215,5.39,29.3,Fleet,9.99,1517,2479,0.18,289.86,21190
154,Nissan,Leaf,2017,Europe,SUV,34.7,93.6,152,72.8,0.64,582,21.86,83707,66.4,249,4.32,23.0,Commercial,10.04,827,1103,0.15,228.73,14452
155,Tesla,Model Y,2023,North America,SUV,80.4,92.5,411,143.1,0.78,1267,19.0,46971,85.9,168,7.77,31.1,Personal,5.64,1401,1950,0.29,215.68,25860
156,Nissan,Leaf,2017,Australia,Truck,47.6,75.6,199,96.2,0.56,684,20.25,11710,75.0,144,9.45,16.7,Fleet,1.41,753,1327,0.27,53.35,18298
157,Kia,Niro EV,2016,Australia,Hatchback,58.5,95.7,340,77.2,0.8,1128,19.78,94087,55.5,161,7.75,-2.4,Personal,11.29,459,1489,0.25,387.72,17941
158,Audi,e-tron,2020,Australia,SUV,107.1,73.5,586,87.4,1.29,1332,24.79,57756,80.8,163,4.58,34.1,Fleet,6.93,1958,2094,0.12,143.18,30083
159,BMW,i3,2019,Asia,Hatchback,80.4,85.8,437,223.8,0.5,844,24.65,213347,90.1,245,9.47,-4.5,Commercial,25.6,1795,2463,0.35,1533.88,24239
160,Kia,EV6,2016,Asia,Truck,103.9,83.8,489,129.1,0.89,675,18.83,74615,79.8,249,4.07,26.0,Fleet,8.95,1898,2215,0.32,374.67,28030
161,Chevrolet,Bolt EV,2017,Australia,Hatchback,70.5,92.5,373,159.4,0.56,1036,22.48,212709,98.5,164,3.7,27.0,Commercial,25.53,1289,982,0.27,1075.88,19823
162,Audi,Q4 e-tron,2021,Australia,Truck,45.0,89.7,269,28.4,2.2,1802,21.02,92960,45.1,144,4.88,-8.3,Personal,11.16,1852,1448,0.26,423.37,19713
163,Hyundai,Ioniq 5,2018,Europe,Hatchback,108.4,93.0,604,169.9,0.83,1960,23.36,27746,69.2,220,6.03,9.0,Personal,3.33,341,1111,0.18,97.22,27786
164,Chevrolet,Bolt EUV,2017,Australia,SUV,67.1,94.1,332,15.3,5.45,469,23.93,39518,38.9,212,9.82,31.3,Commercial,4.74,1498,2236,0.31,244.3,16723
165,BMW,iX,2021,Asia,Sedan,85.9,86.8,451,138.3,0.72,1211,13.46,55085,38.4,165,4.13,2.1,Commercial,6.61,519,1172,0.21,129.75,22996
166,Audi,Q4 e-tron,2023,North America,SUV,104.2,72.2,463,185.5,0.66,267,23.4,19849,76.7,239,5.71,39.5,Commercial,2.38,1478,1194,0.22,85.15,32203
167,BMW,i3,2015,Australia,Truck,55.7,82.9,252,199.6,0.33,860,12.83,63643,45.4,173,4.25,-5.3,Commercial,7.64,1668,2428,0.26,176.92,18245
168,Volkswagen,ID.3,2015,Asia,Hatchback,35.8,98.7,145,177.0,0.28,637,17.65,69046,39.6,148,9.3,12.2,Commercial,8.29,431,1032,0.25,253.89,14294
169,Chevrolet,Bolt EV,2018,North America,SUV,101.0,89.2,540,42.5,3.13,275,18.34,16093,48.4,217,7.4,27.2,Fleet,1.93,1992,2107,0.25,61.49,29306
170,Kia,EV6,2020,North America,Hatchback,110.2,70.1,449,155.4,0.77,1690,15.6,160072,61.5,238,6.63,-0.2,Personal,19.21,1514,1955,0.16,332.95,31731
171,Nissan,Ariya,2022,Europe,Truck,83.2,86.1,474,22.8,4.02,603,13.4,239073,62.4,246,7.22,15.6,Personal,28.69,1586,2345,0.33,880.98,22516
172,Ford,Mustang Mach-E,2023,Asia,Truck,103.5,78.5,583,138.1,0.81,382,23.36,75028,77.3,239,9.95,-3.4,Commercial,9.0,1781,2080,0.19,277.5,30228
173,BMW,i3,2017,Australia,SUV,67.0,97.2,363,156.3,0.55,1524,21.34,235363,87.5,137,9.11,-9.9,Personal,28.24,1893,1504,0.3,1255.66,17834
174,Nissan,Ariya,2015,Europe,Hatchback,84.3,90.6,356,102.7,1.01,793,13.2,39542,59.3,213,9.35,10.2,Fleet,4.75,1978,1154,0.28,121.79,20032
175,Hyundai,Ioniq 5,2016,Asia,Hatchback,90.2,90.4,426,152.9,0.84,409,13.81,69200,72.9,157,4.62,21.9,Commercial,8.3,828,2037,0.22,175.2,26002
176,Tesla,Model Y,2017,Asia,SUV,78.1,74.3,314,111.9,0.9,1534,19.5,167777,93.7,191,7.13,7.2,Personal,20.13,1502,1931,0.26,708.86,22238
177,Ford,F-150 Lightning,2019,Australia,Truck,92.3,82.9,493,76.8,1.55,1857,19.67,98547,85.9,196,6.43,19.0,Commercial,11.83,1264,1586,0.11,177.69,24934
178,Hyundai,Ioniq 5,2024,Australia,Sedan,63.3,70.8,302,136.7,0.56,1891,17.6,73803,33.1,194,5.75,-2.3,Personal,8.86,1892,1725,0.25,270.61,22284
179,Mercedes,EQS,2017,Asia,Truck,60.7,72.2,292,85.4,0.82,524,18.9,213559,45.3,205,7.14,-4.7,Personal,25.63,1848,2400,0.34,1143.61,20532
180,Volkswagen,ID.4,2022,North America,Sedan,118.0,86.0,504,34.7,4.52,562,17.04,227441,57.7,135,8.42,12.9,Fleet,27.29,741,2461,0.32,1033.49,33169
181,Kia,EV6,2019,Asia,SUV,116.0,79.4,670,155.1,0.82,568,13.15,25538,97.3,245,3.7,38.5,Fleet,3.06,1501,567,0.34,95.15,28757
182,Mercedes,EQS,2023,Europe,Sedan,79.8,86.3,440,210.2,0.47,1777,22.75,131060,43.6,242,6.8,23.9,Fleet,15.73,1756,799,0.3,745.4,27254
183,Tesla,Model X,2018,Australia,Sedan,61.3,87.4,262,117.1,0.61,338,14.7,175492,99.6,211,7.55,18.5,Fleet,21.06,961,1286,0.13,279.47,18748
184,BMW,i3,2019,Asia,Truck,43.3,95.6,234,227.8,0.26,1314,23.82,160914,54.7,176,9.15,-3.5,Fleet,19.31,594,2010,0.11,351.36,16063
185,BMW,i3,2015,Europe,Truck,91.3,84.0,371,242.7,0.4,865,24.75,43635,82.8,199,7.33,8.8,Fleet,5.24,1325,2110,0.13,117.0,24370
186,Kia,EV6,2022,Asia,Hatchback,69.7,88.2,406,97.6,0.81,1173,17.93,157155,87.9,240,7.23,37.8,Commercial,18.86,1271,1010,0.11,258.3,22214
187,Nissan,Ariya,2018,North America,SUV,30.3,89.2,139,68.5,0.57,1546,17.83,247700,98.0,190,9.52,-9.0,Personal,29.72,679,521,0.27,993.71,15100
188,Volkswagen,ID.4,2017,North America,Hatchback,92.3,74.0,424,96.7,1.06,1887,21.53,63653,97.0,176,9.94,0.0,Personal,7.64,993,612,0.1,114.2,23626
189,Audi,e-tron,2021,Australia,Truck,34.0,80.3,179,27.5,1.76,847,22.0,143367,86.6,130,9.0,20.7,Fleet,17.2,1327,2058,0.21,551.96,17307
190,Kia,Niro EV,2018,Asia,Sedan,66.6,72.0,312,37.5,1.97,1908,21.07,203700,96.9,231,5.45,-6.2,Fleet,24.44,574,661,0.29,1037.22,18735
191,Chevrolet,Bolt EV,2020,Asia,SUV,34.5,72.2,165,81.6,0.56,494,17.22,153694,95.0,184,9.39,6.1,Fleet,18.44,1788,2330,0.14,308.77,11917
192,Chevrolet,Bolt EUV,2023,Australia,Sedan,49.7,71.0,220,110.5,0.51,230,23.55,143262,90.7,203,7.31,21.2,Personal,17.19,1787,1159,0.26,730.99,16311
193,Tesla,Model X,2016,Australia,Sedan,94.3,94.7,528,143.0,0.79,1428,23.92,61071,49.0,248,4.53,34.1,Personal,7.33,1983,853,0.27,328.68,23283
194,Audi,e-tron,2023,Australia,Hatchback,97.4,79.5,389,133.2,1.03,1319,19.72,158808,34.4,179,6.54,7.0,Commercial,19.06,1139,1388,0.1,260.97,30972
195,Audi,Q4 e-tron,2023,Europe,Hatchback,62.4,78.1,354,85.9,0.81,1110,24.26,96218,93.7,241,9.59,23.8,Fleet,11.55,600,2221,0.09,175.07,19291
196,Chevrolet,Bolt EUV,2015,Asia,Sedan,113.7,95.3,608,44.2,3.37,434,20.66,194344,49.5,140,9.68,25.1,Fleet,23.32,1829,2236,0.11,368.06,27775
197,Hyundai,Ioniq 5,2017,Australia,SUV,87.1,100.0,366,130.2,0.84,1223,17.63,72055,44.6,207,8.51,-9.9,Commercial,8.65,1678,1536,0.19,201.14,21233
198,Ford,F-150 Lightning,2018,North America,Hatchback,106.5,76.4,566,123.9,0.93,1323,20.81,112692,32.5,138,4.39,22.6,Commercial,13.52,473,1526,0.17,332.23,26354
199,Nissan,Ariya,2019,North America,SUV,91.4,84.0,471,31.4,4.1,1748,12.76,9213,84.7,182,5.24,31.8,Fleet,1.11,757,2048,0.18,17.63,27518
200,Mercedes,EQC,2022,North America,Truck,105.4,91.3,621,18.5,6.44,813,18.9,172093,48.7,158,6.52,38.2,Personal,20.65,1411,1357,0.26,704.72,27611
201,Mercedes,EQC,2018,North America,SUV,70.9,78.0,314,42.4,1.83,1725,12.22,76354,56.8,234,4.28,3.3,Fleet,9.16,1959,2024,0.17,132.18,19449
202,Hyundai,Ioniq 5,2021,Europe,Sedan,76.6,80.4,363,11.3,8.75,683,19.13,192619,89.3,202,7.06,31.5,Commercial,23.11,1182,1228,0.16,491.31,21505
203,BMW,iX,2020,Asia,SUV,43.7,97.0,236,235.0,0.22,1428,21.72,240990,77.0,133,9.73,37.1,Personal,28.92,1868,2347,0.35,1526.67,18655
204,Tesla,Model 3,2016,North America,Truck,88.0,86.8,488,60.0,1.66,1422,13.83,168865,89.3,174,5.3,39.1,Personal,20.26,655,1883,0.32,622.77,24923
205,Ford,Mustang Mach-E,2015,Europe,Truck,61.1,97.5,279,123.3,0.54,688,20.97,147105,40.3,134,6.73,1.5,Personal,17.65,447,2089,0.19,488.43,15258
206,Volkswagen,ID.3,2020,North America,Hatchback,77.7,77.3,388,173.4,0.62,1517,24.07,224581,62.2,203,4.67,12.9,Commercial,26.95,202,1489,0.31,1396.46,23005
207,Audi,e-tron,2022,Australia,SUV,48.8,71.5,277,245.5,0.22,1746,17.09,246131,97.2,145,7.64,14.9,Fleet,29.54,895,2355,0.34,1191.81,15615
208,Audi,Q4 e-tron,2023,Australia,Sedan,49.7,83.8,290,53.1,1.24,353,12.18,202227,85.5,188,5.81,24.9,Personal,24.27,444,1347,0.34,697.89,19863
209,Volkswagen,ID.4,2021,North America,Hatchback,65.4,95.6,362,85.1,1.01,1650,20.67,181314,97.2,243,8.52,14.9,Fleet,21.76,336,920,0.08,249.85,21713
210,Nissan,Leaf,2019,Asia,SUV,63.9,86.6,358,22.0,3.22,1071,23.02,179535,86.6,151,6.29,-8.5,Personal,21.54,1674,2399,0.26,895.46,17813
211,Kia,Niro EV,2024,Australia,Truck,111.1,74.6,664,239.2,0.56,800,21.89,90744,74.5,149,8.4,35.9,Commercial,10.89,1848,1882,0.24,397.28,32861
212,Mercedes,EQS,2015,North America,Sedan,100.9,77.5,517,96.7,1.21,313,23.73,160801,94.3,245,3.68,32.0,Fleet,19.3,1264,604,0.14,445.18,27512
213,Audi,e-tron,2015,Australia,Hatchback,45.8,96.0,209,238.2,0.23,850,19.32,54812,66.2,155,8.96,-2.8,Personal,6.58,398,1826,0.32,282.39,14549
214,Ford,F-150 Lightning,2024,Australia,Hatchback,110.3,82.6,613,124.8,1.07,827,14.66,175536,50.7,241,9.06,0.4,Fleet,21.06,1728,974,0.1,214.45,29338
215,Ford,F-150 Lightning,2017,Asia,Truck,75.6,82.3,425,210.8,0.46,1193,22.06,15775,75.8,196,6.85,13.2,Commercial,1.89,1404,1771,0.16,46.4,19370
216,Chevrolet,Bolt EV,2019,North America,Sedan,65.3,86.4,330,152.1,0.6,1549,12.71,244241,44.0,232,5.48,5.2,Personal,29.31,1738,883,0.08,206.95,20597
217,Nissan,Ariya,2018,Europe,Sedan,117.0,76.7,623,188.3,0.68,1566,19.93,197029,52.8,154,5.14,3.6,Fleet,23.64,1408,1905,0.17,556.29,31500
218,Audi,Q4 e-tron,2020,North America,Hatchback,66.5,76.6,367,140.7,0.64,471,13.02,15014,82.8,161,4.59,29.0,Commercial,1.8,720,1476,0.34,55.39,23250
219,Volkswagen,ID.3,2024,Asia,Truck,73.4,80.9,432,162.1,0.62,1068,13.33,239686,65.6,165,9.82,12.4,Commercial,28.76,1417,603,0.13,346.13,22028
220,Mercedes,EQC,2021,Europe,Hatchback,71.6,97.6,385,185.2,0.42,1816,12.4,71216,43.7,142,4.89,23.3,Personal,8.55,444,2038,0.11,80.95,20206
221,Ford,F-150 Lightning,2015,North America,Truck,95.4,86.9,562,129.6,0.93,1323,22.22,38919,93.5,242,3.66,31.9,Fleet,4.67,687,577,0.27,194.58,22932
222,Volkswagen,ID.3,2016,Asia,Sedan,69.4,77.0,375,206.3,0.4,1391,12.67,154696,51.6,209,9.11,-1.0,Personal,18.56,1706,1158,0.19,310.33,18618
223,Kia,Niro EV,2024,Asia,Sedan,102.8,90.3,539,86.7,1.31,512,22.36,179598,51.9,248,7.22,31.6,Personal,21.55,794,1702,0.08,267.72,28233
224,Mercedes,EQS,2022,North America,SUV,34.7,86.5,158,84.3,0.52,1624,24.15,146880,91.5,198,3.94,29.2,Fleet,17.63,1541,549,0.2,591.19,17626
225,Tesla,Model S,2017,Europe,Hatchback,91.0,72.2,401,102.2,0.94,1307,20.73,86486,38.1,216,6.22,27.5,Commercial,10.38,959,903,0.16,239.05,24916
226,Ford,Mustang Mach-E,2016,Asia,Truck,114.7,97.4,461,118.6,1.02,521,24.62,100556,98.5,170,8.3,25.2,Fleet,12.07,624,2468,0.17,350.72,28097
227,Mercedes,EQC,2021,North America,SUV,53.8,76.2,267,75.2,0.93,785,20.97,95265,72.3,168,4.62,36.3,Personal,11.43,219,1052,0.1,166.48,20821
228,Tesla,Model S,2017,Asia,Hatchback,86.1,89.5,390,14.6,6.27,1942,19.33,17360,79.5,177,7.29,16.3,Fleet,2.08,1282,1007,0.08,22.37,23693
229,Chevrolet,Bolt EUV,2018,Australia,Truck,115.2,73.2,496,236.8,0.55,759,12.09,104575,71.1,227,5.93,-7.5,Personal,12.55,1672,1380,0.18,189.65,30737
230,Nissan,Ariya,2021,Australia,Sedan,52.8,83.5,312,106.4,0.55,817,21.61,35981,98.4,146,6.74,27.1,Commercial,4.32,889,1942,0.32,207.35,21115
231,Mercedes,EQS,2019,Asia,Sedan,112.3,83.0,507,114.8,1.11,1114,19.66,49816,68.3,170,5.07,25.7,Personal,5.98,1903,538,0.13,106.1,29697
232,Mercedes,EQC,2021,North America,SUV,34.5,97.3,140,96.1,0.51,498,15.22,117935,54.8,179,8.26,20.3,Commercial,14.15,530,2051,0.1,149.58,13630
233,BMW,i4,2021,Asia,Truck,105.5,94.2,595,233.9,0.54,1909,17.17,5869,82.0,249,9.92,4.6,Personal,0.7,693,989,0.2,16.8,26163
234,Chevrolet,Bolt EUV,2020,Europe,SUV,102.0,80.0,584,229.7,0.49,767,22.24,106121,74.1,236,7.65,31.7,Commercial,12.73,879,919,0.22,432.69,29262
235,Hyundai,Ioniq 5,2019,North America,Hatchback,100.6,82.6,503,198.6,0.6,1428,15.91,33927,58.5,236,6.69,36.4,Fleet,4.07,1430,1652,0.29,130.45,24466
236,Volkswagen,ID.3,2020,Australia,Sedan,89.0,77.8,384,49.4,2.51,913,24.25,54393,91.7,238,8.87,12.3,Commercial,6.53,1163,568,0.08,87.94,27016
237,Volkswagen,ID.4,2022,Australia,Truck,79.8,77.6,437,29.3,2.97,1972,16.0,138663,86.7,134,5.62,7.7,Personal,16.64,1585,813,0.33,610.12,24778
238,Tesla,Model X,2015,Europe,Hatchback,58.7,97.1,243,209.1,0.36,624,23.16,168926,88.7,216,6.5,10.7,Fleet,20.27,1094,1225,0.16,521.64,16704
239,Nissan,Ariya,2019,North America,SUV,67.0,91.7,319,128.0,0.65,1470,12.03,222537,67.2,237,6.85,-1.9,Commercial,26.7,488,1937,0.09,200.78,22224
240,Volkswagen,ID.3,2024,Australia,Truck,109.3,73.6,575,150.1,1.0,1457,19.9,228437,41.7,176,6.04,1.7,Fleet,27.41,1605,911,0.23,871.3,31141
241,Hyundai,Ioniq 5,2023,Europe,Sedan,67.4,82.9,342,177.4,0.43,648,14.65,166121,58.8,247,7.24,-8.9,Fleet,19.93,438,704,0.27,547.58,24667
242,Nissan,Leaf,2019,Asia,Truck,40.5,80.1,173,176.4,0.31,1548,21.94,20810,44.3,178,9.68,28.8,Fleet,2.5,1797,1028,0.31,117.95,17387
243,BMW,i3,2017,North America,SUV,80.5,88.9,432,71.5,1.6,867,21.06,64191,88.5,215,8.98,14.3,Commercial,7.7,1146,1129,0.29,326.7,20716
244,BMW,iX,2017,Europe,Sedan,103.9,82.1,516,14.2,9.12,256,22.45,179514,49.7,195,3.94,33.9,Personal,21.54,915,1250,0.23,772.43,28924
245,Chevrolet,Bolt EUV,2018,Australia,Truck,106.3,86.4,633,118.7,1.08,534,15.01,181348,69.1,222,6.4,-6.5,Fleet,21.76,405,2355,0.24,544.41,27349
246,BMW,i4,2021,North America,Hatchback,63.3,83.9,344,168.0,0.43,1637,14.83,14277,89.0,138,3.53,30.2,Commercial,1.71,516,2027,0.23,40.58,22832
247,Kia,Niro EV,2023,North America,Truck,82.3,82.8,419,135.5,0.77,1703,18.73,25176,31.0,212,7.53,27.1,Fleet,3.02,782,1615,0.13,51.08,23067
248,Kia,Niro EV,2020,Australia,Sedan,97.5,97.2,537,153.7,0.73,1003,23.08,92796,74.3,171,5.49,10.7,Personal,11.14,466,553,0.18,321.26,27020
249,Kia,EV6,2022,North America,Hatchback,58.2,77.2,257,112.5,0.56,499,21.69,26839,35.4,131,4.37,12.2,Commercial,3.22,990,1157,0.34,164.94,21894
250,Audi,e-tron,2015,Australia,SUV,54.5,90.8,246,235.4,0.27,1352,18.87,224103,43.4,239,4.92,19.8,Commercial,26.89,1809,1498,0.29,1021.97,17856
251,Chevrolet,Bolt EV,2018,North America,Hatchback,71.5,99.5,398,195.9,0.41,360,17.62,95880,62.5,151,3.72,34.0,Personal,11.51,1898,2114,0.23,323.8,20613
252,Nissan,Leaf,2022,North America,SUV,107.2,93.5,520,59.1,2.19,1990,23.71,17391,76.7,147,8.99,2.5,Fleet,2.09,1405,1392,0.1,34.36,30526
253,Chevrolet,Bolt EV,2018,Asia,Truck,111.3,98.0,623,172.1,0.92,1058,15.14,33302,51.3,142,4.35,-8.9,Commercial,4.0,1922,1416,0.29,121.85,28933
254,Volkswagen,ID.4,2019,North America,Truck,50.9,70.4,281,160.1,0.36,1918,22.88,88178,30.4,132,7.56,33.2,Personal,10.58,337,838,0.24,403.5,16880
255,Nissan,Ariya,2017,Asia,Truck,69.8,91.2,333,65.7,1.25,850,24.08,208446,73.3,192,4.88,39.8,Fleet,25.01,979,2085,0.26,1087.53,22338
256,Mercedes,EQC,2015,Asia,Sedan,71.5,98.2,358,237.9,0.33,1378,20.81,68185,37.7,204,4.59,15.0,Fleet,8.18,1648,1070,0.27,319.26,21736
257,BMW,i4,2023,Asia,Hatchback,36.3,86.6,199,204.7,0.22,815,21.17,146013,70.6,210,8.94,-1.5,Personal,17.52,1627,933,0.29,747.01,18134
258,Nissan,Ariya,2021,Australia,Truck,45.4,83.6,222,174.9,0.28,1379,18.35,141285,91.7,195,7.22,3.9,Personal,16.95,1661,2061,0.28,604.94,19569
259,Audi,e-tron,2022,Australia,Truck,83.5,91.1,345,66.2,1.36,539,23.45,182295,78.3,236,4.87,33.1,Personal,21.88,1462,1451,0.13,463.11,25170
260,Kia,EV6,2019,Europe,Truck,102.0,96.5,433,58.9,2.3,664,20.09,241150,73.3,208,9.01,-6.9,Commercial,28.94,475,879,0.1,403.73,25972
261,Hyundai,Kona Electric,2021,Europe,Sedan,65.6,90.1,379,84.1,0.93,1321,12.92,171251,41.8,149,3.86,37.1,Commercial,20.55,1127,1063,0.2,368.76,18948
262,Audi,e-tron,2018,Asia,SUV,117.6,92.8,698,116.1,1.32,559,14.69,119879,51.0,223,3.63,31.3,Fleet,14.39,1763,1572,0.18,264.15,30106
263,BMW,i3,2018,Europe,SUV,48.9,94.3,209,92.9,0.57,1599,13.08,180745,88.1,140,7.16,30.2,Fleet,21.69,652,691,0.24,472.83,16865
264,Tesla,Model Y,2022,Asia,SUV,57.3,79.4,229,52.6,1.19,1288,17.97,30566,57.7,184,3.87,10.9,Commercial,3.67,976,1289,0.28,128.16,21961
265,Kia,Niro EV,2016,Europe,SUV,90.0,93.3,515,86.0,1.25,878,19.31,106407,92.3,149,3.6,16.1,Commercial,12.77,1044,2243,0.26,445.19,24342
266,Hyundai,Ioniq 5,2020,Australia,Hatchback,105.4,80.8,602,108.2,1.25,1931,17.41,248935,38.8,142,9.28,30.9,Commercial,29.87,1613,1478,0.28,1011.26,28708
267,Audi,Q4 e-tron,2024,Europe,SUV,108.3,82.1,643,233.8,0.52,1410,13.84,71981,89.8,182,5.31,0.9,Fleet,8.64,1460,1257,0.3,249.05,29293
268,Kia,EV6,2020,Australia,Truck,84.3,87.3,431,99.7,0.94,1767,22.37,91402,92.6,205,7.12,32.3,Fleet,10.97,1478,2360,0.13,221.51,22200
269,Audi,e-tron,2023,Asia,Sedan,32.3,77.6,162,135.7,0.28,587,12.01,15878,72.0,178,7.58,27.5,Personal,1.91,1131,980,0.23,36.55,14694
270,Chevrolet,Bolt EV,2015,Australia,Sedan,56.5,77.1,333,236.8,0.28,514,15.1,212546,71.3,230,6.53,28.0,Personal,25.51,1495,1386,0.21,561.65,16995
271,Ford,Mustang Mach-E,2016,Australia,Sedan,76.2,91.1,447,100.8,0.86,1561,14.22,35676,83.4,241,5.71,15.5,Commercial,4.28,827,642,0.33,139.51,21852
272,Ford,Mustang Mach-E,2024,Australia,Sedan,99.6,73.7,523,77.6,1.41,848,22.91,155528,85.7,204,6.42,1.9,Commercial,18.66,339,2004,0.29,861.09,28259
273,Tesla,Model X,2023,North America,Truck,84.7,78.4,368,101.8,0.92,1925,12.72,196078,38.8,146,4.87,17.8,Personal,23.53,1948,2376,0.31,644.31,24067
274,Tesla,Model X,2022,Australia,SUV,64.9,72.0,262,208.6,0.37,1456,15.68,18682,54.2,178,5.66,4.7,Fleet,2.24,303,2374,0.25,61.03,22322
275,Chevrolet,Bolt EV,2015,North America,Sedan,88.8,75.8,407,159.1,0.66,1467,21.61,126008,49.7,187,6.46,23.9,Commercial,15.12,1176,1628,0.17,385.76,21526
276,BMW,iX,2017,Australia,Sedan,58.1,80.2,241,116.8,0.65,409,24.89,212456,95.5,201,9.6,12.6,Commercial,25.49,1715,1422,0.1,440.67,16566
277,Kia,EV6,2022,North America,SUV,83.6,74.5,496,117.8,0.86,1473,12.07,167421,76.3,155,7.71,3.7,Commercial,20.09,1434,2358,0.16,269.44,27454
278,Mercedes,EQS,2017,North America,Sedan,98.1,71.7,393,61.8,1.83,1505,21.32,234334,91.9,213,8.42,4.8,Commercial,28.12,1911,682,0.11,457.97,27508
279,Audi,e-tron,2020,Europe,SUV,47.2,75.5,221,113.8,0.46,1949,14.25,170884,67.2,167,7.93,37.5,Commercial,20.51,1077,1447,0.28,568.19,17456
280,Tesla,Model X,2023,Europe,Hatchback,44.8,73.5,228,226.7,0.25,1526,12.2,161177,37.4,228,7.18,22.9,Personal,19.34,1775,1765,0.23,376.89,20402
281,Nissan,Ariya,2018,North America,Sedan,31.0,94.8,173,36.0,1.02,510,16.7,25922,98.6,222,4.97,34.8,Commercial,3.11,1737,1972,0.27,97.4,13551
282,Tesla,Model Y,2017,Asia,Truck,89.3,86.0,375,52.2,2.03,1159,24.2,67901,59.6,223,5.19,38.5,Fleet,8.15,1919,2018,0.12,164.32,20993
283,Ford,Mustang Mach-E,2018,Asia,SUV,32.5,85.7,144,247.5,0.16,960,19.51,77373,92.8,208,8.83,13.9,Fleet,9.28,1431,507,0.12,150.95,15382
284,Nissan,Ariya,2015,Europe,Sedan,59.5,76.3,248,122.5,0.59,973,19.35,242069,56.7,190,7.25,28.1,Commercial,29.05,468,2276,0.15,585.5,18372
285,Ford,Mustang Mach-E,2022,Australia,Hatchback,113.9,73.6,668,174.4,0.78,225,24.18,153441,58.5,199,7.75,21.0,Fleet,18.41,1611,1284,0.33,1020.31,29773
286,BMW,i3,2021,Australia,Sedan,67.6,73.5,353,235.3,0.33,1560,20.43,154395,68.5,161,9.61,-7.7,Commercial,18.53,1540,880,0.18,473.14,20171
287,Tesla,Model 3,2016,North America,Truck,39.5,80.6,190,172.5,0.26,1079,14.82,183173,42.7,188,3.69,35.4,Commercial,21.98,1611,928,0.14,316.71,14622
288,Volkswagen,ID.4,2016,Asia,Sedan,80.1,76.9,400,185.8,0.46,1780,22.87,191950,95.4,244,5.97,5.8,Fleet,23.03,1175,1297,0.28,1024.31,20085
289,Kia,Niro EV,2016,North America,Truck,33.9,93.4,162,117.1,0.31,862,22.83,62221,96.0,239,4.2,28.4,Commercial,7.47,205,787,0.2,236.75,10299
290,Ford,F-150 Lightning,2022,Australia,Hatchback,79.3,78.2,460,62.4,1.38,646,15.54,139794,79.9,225,9.78,9.8,Commercial,16.78,1008,1478,0.17,307.76,24137
291,BMW,i4,2020,Australia,Truck,103.8,83.2,442,102.4,1.19,1172,24.87,59786,99.8,205,7.79,24.4,Fleet,7.17,312,750,0.33,408.89,27444
292,Nissan,Ariya,2021,North America,Hatchback,35.9,96.6,173,129.8,0.3,480,14.08,168052,69.6,240,8.42,34.9,Fleet,20.17,1216,2017,0.19,374.64,13658
293,Audi,Q4 e-tron,2021,Asia,Sedan,102.4,71.6,442,91.2,1.56,1682,12.31,208156,96.4,136,4.38,1.6,Personal,24.98,1799,757,0.33,704.66,28166
294,Kia,Niro EV,2024,Australia,Hatchback,113.4,76.4,548,13.3,9.32,386,19.58,52365,84.7,236,5.49,-8.0,Personal,6.28,275,2223,0.19,162.34,34830
295,Chevrolet,Bolt EUV,2021,Australia,Sedan,30.6,71.9,155,146.3,0.24,902,16.87,17205,43.6,141,6.17,-1.8,Fleet,2.06,1286,752,0.17,41.12,14008
296,Mercedes,EQS,2018,Asia,Sedan,103.6,97.9,434,118.6,1.11,275,15.74,98846,44.8,203,7.81,33.5,Personal,11.86,1604,1816,0.28,363.03,29718
297,Volkswagen,ID.4,2018,Europe,Sedan,92.4,86.6,409,60.9,1.96,1534,14.0,84507,81.4,192,5.85,10.4,Personal,10.14,983,1669,0.1,98.59,26957
